Sentence1,Sentence2
The candle is on the table, The candle is under the table.
The bowl is on the counter, The bowl is in the cabinet.
The mug is near the teapot, The mug is inside the teapot.
The plate is on the table, The plate is under the table.
The knife is beside the fork, The knife is on top of the fork.
The fork is on the table, The fork is in the drawer.
The spoon is in the bowl, The spoon is beside the bowl.
The glass is on the coaster, The glass is on the table.
The cup is on the saucer, The cup is in the sink.
The laptop is on the desk, The laptop is in the bag.
The tablet is on the sofa, The tablet is under the sofa.
The remote is on the coffee table, The remote is under the coffee table.
The camera is in the bag, The camera is on the table.
The headphones are in the drawer, The headphones are around my neck.
The watch is on my wrist, The watch is in my pocket.
The shoes are under the bed, The shoes are on the bed.
The socks are in the drawer, The socks are on the floor.
The coat is on the rack, The coat is on the chair.
The hat is on the hook, The hat is on the floor.
The gloves are in my pocket, The gloves are on the table.
The scarf is around my neck, The scarf is in my bag.
The jewelry is in the box, The jewelry is on the dresser.
The belt is in the drawer, The belt is on the chair.
The sweater is on the chair, The sweater is in the closet.
The pants are on the floor, The pants are in the hamper.
The shirt is on the bed, The shirt is in the drawer.
The dress is on the hanger, The dress is on the floor.
The jacket is on the coat rack, The jacket is on the chair.
The bag is on my shoulder, The bag is on the floor.
The purse is on my arm, The purse is on the table.
The backpack is on my back, The backpack is on the floor.
The suitcase is in the car, The suitcase is on the roof of the car.
The box is on the shelf, The box is under the shelf.
The container is on the counter, The container is inside the cupboard.
The bottle is on the table, The bottle is under the table.
The can is on the counter, The can is in the refrigerator.
The jar is on the shelf, The jar is in the cupboard.
The bag is on the floor, The bag is under the table.
The shoes are by the door, The shoes are inside the closet.
The umbrella is in the stand, The umbrella is on the floor.
The toys are in the box, The toys are scattered on the floor.
The books are on the shelf, The books are on the floor.
The magazines are on the table, The magazines are under the table.
The newspapers are on the coffee table, The newspapers are on the floor.
The pens are in the cup, The pens are on the desk.
The pencils are in the drawer, The pencils are on the table.
The crayons are in the box, The crayons are on the floor.
The markers are in the bag, The markers are on the table.
The paints are in the box, The paints are on the table.
The brushes are in the jar, The brushes are on the table.
The paper is on the desk, The paper is on the floor.
The envelopes are in the drawer, The envelopes are on the desk.
The stamps are in the box, The stamps are on the table.
The scissors are in the drawer, The scissors are on the desk.
The tape is on the desk, The tape is in the drawer.
The stapler is on the desk, The stapler is in the drawer.
The hole punch is on the desk, The hole punch is in the drawer.
The cat is on the couch, The cat is under the couch.
The dog is in the yard, The dog is near the yard.
The bird is on the wire, The bird is near the wire.
The squirrel is in the tree, The squirrel is on the tree.
The rabbit is in the burrow, The rabbit is near the burrow.
The deer is in the woods, The deer is at the edge of the woods.
The lion is near the watering hole,The lion is far from the watering hole.
The elephant is in the savanna, The elephant is at the edge of the savanna.
The monkey is in the tree,The monkey is near the tree.
The zebra is in the herd,The zebra is near the herd.
The giraffe is near the tree,The giraffe is far from the tree.
The hippo is in the river,The hippo is near the riverbank.
The rhino is in the mud,The rhino is near the mud.
The tiger is in the grass,The tiger is near the grass.
The bear is in the cave,The bear is near the cave.
The wolf is with the pack, The wolf is near the pack.
The fox is in the den, The fox is near the den.
The owl is on the branch, The owl is under the branch.
The eagle is above the mountain,The eagle is near the mountain.
The hawk is over the field,The hawk is near the field.
The kite is in the sky,The kite is near the clouds.
The balloon is above the houses,The balloon is near the houses.
The cloud is over the mountain,The cloud is near the mountain.
The rain is over the city,The rain is around the city.
The snow is on the ground,The snow is in the air.
The ice is on the lake,The ice is near the lake.
The car is in the garage,The car is outside the garage.
The bus is at the stop,The bus is near the stop.
The train is on the tracks,The train is near the tracks.
The boat is on the water,The boat is near the shore.
The submarine is under the water,The submarine is near the surface.
The airplane is above the airport,The airplane is near the airport.
The helicopter is over the city,The helicopter is near the city.
The rocket is in space,The rocket is near the earth.
The satellite is orbiting Earth,The satellite is above Earth.
The comet is near the sun,The comet is far from the sun.
The asteroid is in space,The asteroid is near Earth.
The planet is in the solar system,The planet is far from the sun.
The galaxy is in space,The galaxy is near another galaxy.
The sun is in the sky,The sun is behind a cloud.
The moon is in the sky,The moon is behind the clouds.
The stars are in the sky,The stars are behind the clouds.
The planets are in the solar system,The planets are scattered in the solar system.
The comets are in the solar system,The comets are outside the solar system.
The meteor is in space,The meteor is entering the atmosphere.
The astronaut is in space,The astronaut is near the space station.
The space station is in orbit,The space station is near Earth.
The rocket is launching,The rocket is on the launchpad.
The spaceship is travelling through space,The spaceship is near a planet.
The shuttle is landing,The shuttle is above the runway.
The satellite is transmitting data,The satellite is receiving data.
The telescope is observing space,The telescope is pointed elsewhere.
The observatory is studying stars,The observatory is observing planets.
The astronomer is studying the cosmos,The astronomer is observing a specific object.
The child is in the house,The child is near the house.
The man is in the car,The man is near the car.
The woman is in the store,The woman is near the store.
The dog is on the leash,The dog is near the leash.
The cat is in the box,The cat is near the box.
The bird is in the cage,The cat is near the cage.
The fish is in the tank,The fish is near the tank.
The hamster is in the cage,The hamster is near the cage.
The turtle is in the shell,The turtle is near the shell.
The snake is in the grass,The snake is near the grass.
The lizard is on the rock,The lizard is near the rock.
The frog is in the pond,The frog is near the pond.
The spider is in the web,The spider is near the web.
The ant is on the ground,The ant is near the ground.
The bee is in the flower,The bee is near the flower.
The butterfly is on the flower,The butterfly is near the flower.
The book is on the table, The book is under the table.
The pen is in the cup, The pen is beside the cup.
The lamp is near the bed, The lamp is far from the bed.
The chair is by the window, The chair is away from the window.
The picture is above the fireplace, The picture is to the side of the fireplace.
The clock is on the mantel, The clock is under the mantel.
The plant is in the corner, The plant is near the corner.
The vase is on the shelf, The vase is under the shelf.
The flowers are in the vase, The flowers are beside the vase.
The candle is on the table, The candle is under the table.
The bowl is on the counter, The bowl is in the cupboard.
The mug is near the teapot, The mug is on the teapot.
The plate is on the table, The plate is under the table.
The knife is beside the fork, The knife is on top of the fork.
The fork is on the table, The fork is in the drawer.
The spoon is in the bowl, The spoon is next to the bowl.
The glass is on the coaster, The glass is without a coaster.
The cup is on the saucer, The cup is in the sink.
The laptop is on the desk, The laptop is in the bag.
The tablet is on the sofa, The tablet is under the sofa cushions.
The remote is on the coffee table, The remote is under the coffee table.
The camera is in the bag, The camera is on the table.
The headphones are in the drawer, The headphones are around my neck.
The watch is on my wrist, The watch is in my pocket.
The shoes are under the bed, The shoes are on the bed.
The socks are in the drawer, The socks are on the floor.
The coat is on the rack, The coat is on the chair.
The hat is on the hook, The hat is on the floor.
The gloves are in my pocket, The gloves are on the table.
The scarf is around my neck, The scarf is in my bag.
The jewelry is in the box, The jewelry is on the dresser.
The belt is in the drawer, The belt is on the chair.
The sweater is on the chair, The sweater is in the closet.
The pants are on the floor, The pants are in the hamper.
The shirt is on the bed, The shirt is in the drawer.
The dress is on the hanger, The dress is on the floor.
The jacket is on the coat rack, The jacket is on the chair.
The bag is on my shoulder, The bag is on the floor.
The purse is on my arm, The purse is on the table.
The backpack is on my back, The backpack is on the floor.
The suitcase is in the car, The suitcase is on the roof of the car.
The box is on the shelf, The box is under the shelf.
The container is on the counter, The container is inside the cupboard.
The bottle is on the table, The bottle is under the table.
The can is on the counter, The can is in the refrigerator.
The jar is on the shelf, The jar is in the cupboard.
The bag is on the floor, The bag is under the table.
The shoes are by the door, The shoes are inside the closet.
The umbrella is in the stand, The umbrella is on the floor.
The toys are in the box, The toys are scattered on the floor.
The books are on the shelf, The books are on the floor.
The magazines are on the table, The magazines are under the table.
The newspapers are on the coffee table, The newspapers are on the floor.
The pens are in the cup, The pens are on the desk.
The pencils are in the drawer, The pencils are on the table.
The crayons are in the box, The crayons are on the floor.
The markers are in the bag, The markers are on the table.
The paints are in the box, The paints are on the table.
The brushes are in the jar, The brushes are on the table.
The paper is on the desk, The paper is on the floor.
The envelopes are in the drawer, The envelopes are on the desk.
The stamps are in the box, The stamps are on the table.
The scissors are in the drawer, The scissors are on the desk.
The tape is on the desk, The tape is in the drawer.
The stapler is on the desk, The stapler is in the drawer.
The hole punch is on the desk, The hole punch is in the drawer.
The apple is on the tree, The apple is under the tree.
The orange is in the basket, The orange is beside the basket.
The banana is near the grapes, The banana is far from the grapes.
The pear is on the plate, The pear is beside the plate.
The plum is in the bowl, The plum is near the bowl.
The peach is on the counter, The peach is in the refrigerator.
The strawberry is in the box, The strawberry is beside the box.
The raspberry is on the plate, The raspberry is under the plate.
The blackberry is in the bowl, The blackberry is next to the bowl.
The blueberry is on the plate, The blueberry is under the plate.
The cherry is on the stem, The cherry is off the stem.
The grape is on the vine, The grape is near the vine.
The melon is on the table, The melon is under the table.
The watermelon is on the ground, The watermelon is on the table.
The pineapple is on the counter, The pineapple is in the refrigerator.
The mango is in the bowl, The mango is beside the bowl.
The kiwi is on the plate, The kiwi is under the plate.
The avocado is in the bag, The avocado is beside the bag.
The lemon is in the bowl, The lemon is on the table.
The lime is in the bowl, The lime is beside the bowl.
The tomato is on the vine, The tomato is near the vine.
The potato is in the bag, The potato is beside the bag.
The carrot is in the bag, The carrot is beside the bag.
The onion is in the bag, The onion is beside the bag.
The garlic is in the bowl, The garlic is beside the bowl.
The pepper is in the bag, The pepper is beside the bag.
The lettuce is in the bag, The lettuce is beside the bag.
The cucumber is on the table, The cucumber is under the table.
The zucchini is in the bowl, The zucchini is beside the bowl.
The squash is on the counter, The squash is in the refrigerator.
The pumpkin is on the porch, The pumpkin is on the table.
The corn is in the field, The corn is near the field.
The beans are in the pod, The beans are beside the pod.
The peas are in the pod, The peas are beside the pod.
The rice is in the bag, The rice is beside the bag.
The pasta is in the box, The pasta is beside the box.
The bread is in the bag, The bread is beside the bag.
The cheese is in the bag, The cheese is beside the bag.
The milk is in the carton, The milk is beside the carton.
The butter is in the fridge, The butter is on the counter.
The eggs are in the carton, The eggs are beside the carton.
The juice is in the carton, The juice is beside the carton.
The cereal is in the box, The cereal is beside the box.
The coffee is in the pot, The coffee is in the cup.
The tea is in the pot, The tea is in the cup.
The sugar is in the bowl, The sugar is beside the bowl.
The salt is in the shaker, The salt is beside the shaker.
The pepper is in the grinder, The pepper is beside the grinder.
The ketchup is in the bottle, The ketchup is beside the bottle.
The mustard is in the jar, The mustard is beside the jar.
The mayonnaise is in the jar, The mayonnaise is beside the jar.
The lettuce is in the bag, The lettuce is beside the bag.
The tomato is in the bag, The tomato is beside the bag.
The onion is in the bag, The onion is beside the bag.
The carrot is in the bag, The carrot is beside the bag.
The potato is in the bag, The potato is beside the bag.
The broccoli is in the bag, The broccoli is beside the bag.
The cauliflower is in the bag, The cauliflower is beside the bag.
The peas are in the bag, The peas are beside the bag.
The corn is in the bag, The corn is beside the bag.
The beans are in the bag, The beans are beside the bag.
The rice is in the bag, The rice is beside the bag.
The pasta is in the bag, The pasta is beside the bag.
The sauce is in the jar, The sauce is beside the jar.
The cat sat on the mat, The cat sat near the mat.
The dog slept under the table, The dog slept beside the table.
The bird perched on the branch, The bird perched above the branch.
The squirrel climbed up the tree, The squirrel climbed down the tree.
The rabbit hopped across the field, The rabbit hopped through the field.
The deer grazed in the meadow, The deer grazed at the edge of the meadow.
The lion stalked near the watering hole, The lion stalked far from the watering hole.
The elephant walked through the savannah, The elephant walked along the edge of the savannah.
The monkey swung from the tree, The monkey swung near the tree.
The zebra grazed among the herd, The zebra grazed near the herd.
The giraffe reached for the leaves, The giraffe reached near the leaves.
The hippopotamus wallowed in the river, The hippopotamus wallowed near the riverbank.
The rhinoceros bathed in the mud, The rhinoceros bathed near the mud.
The tiger stalked through the tall grass, The tiger stalked along the tall grass.
The bear slumbered in the cave, The bear slumbered near the cave entrance.
The wolf howled with the pack, The wolf howled near the pack.
The fox darted around the den, The fox darted into the den.
The owl perched on a branch, The owl perched under a branch.
The eagle soared above the mountain, The eagle soared near the mountain.
