baseline_similarity,mean_shift_similarity,regression_similarity,sampling_similarity,transformative_loss_similarity,contrastive_loss_similarity,contrastive_cosine_similarity,Sentence1,Sentence2
4.271193329300906,3.4324093549199475,3.1657818021308763,4.373805409395593,2.716980629462295,2.832063248974895,4.516906293969071,The snow is heavy., The snow is extremely heavy.
2.6557805704371167,2.0763802686579247,2.0918805544443977,2.8266285521626484,3.5657834553454104,3.762732639039172,5.241284042310172,The craftsmanship is superb., The craftsmanship is very superb.
3.952737570556303,3.3089372766495946,3.2741260189766677,4.10588389348595,3.1905578746544028,3.1488765632659566,3.983424797537265,The water is clean., The water is remarkably clean.
4.187165225626831,3.6614583654946826,3.3414536899289784,4.396024787288796,3.796477008528536,3.7429316053176938,5.773494491076592,The milkshake was thick., The milkshake was extremely thick.
4.252779970694896,3.450054010294934,3.085851209086159,4.275288105098248,4.142101895109684,4.029560450670782,5.579110541101667,The music is loud., The music is extremely loud.
3.136867819528006,2.4440493203073435,2.347768657361388,3.2835848212801824,3.348074721257965,3.4567307018333175,3.553746333739964,The perspective is unique., The perspective is very unique.
2.619981926467632,2.0008314907224922,2.034398199104417,2.820570808136606,2.613515691174766,3.450944893130135,4.850774545512374,The burger is juicy., The burger is incredibly juicy.
3.5273724990216158,3.103325812717506,2.952723885553274,3.849908127231537,2.917981093345451,2.9907537099659156,4.397104590431867,The assignment is challenging., The assignment is extremely challenging.
3.581787086177428,3.3277656278413374,3.096155942530768,3.682798185703985,3.6085537174622133,3.9769083142948904,4.759785209640755,The plot is simple., The plot is surprisingly simple.
6.33003961781701,6.038638889398977,6.078468419219795,6.348024930518972,6.052489560703942,6.0599594648136375,7.596279211090281,The sea is rough., The sea is slightly rough.
2.6998342251722933,2.4660578130580024,2.4102979245830722,3.1149340269087493,2.1687122778407977,2.328684980844926,4.6051016480361,The soil is fertile., The soil is very fertile.
3.551278126594467,2.8118873780556113,2.831015774812975,3.6519472181544117,1.9230087851328608,2.0734299251299793,2.633343370310981,The situation is critical., The situation is extremely critical.
3.381367752152746,2.512448091437444,2.5479844287467044,3.4226335016729807,2.4941738222727032,2.7747786774212075,4.008860077612888,The understanding is deep., The understanding is very deep.
2.882797438749211,2.4949395596123125,2.242838958454895,3.0946726104389817,3.4799100646794465,3.729067298172098,4.346804274600574,The driving is difficult., The driving is very difficult.
2.96903820056085,2.4381257601711575,2.357626906212878,3.17644948820872,2.806539000825191,2.8325666795268134,4.833569624172942,The support is unwavering., The support is very unwavering.
2.654010591038756,2.3931615856947084,2.29030275029754,3.0492443497265,3.993979415611113,3.761691541594485,4.805149098182222,The evidence is conclusive., The evidence is very conclusive.
2.8041812052542103,2.470087959529396,2.3571083210476584,2.9709953327183634,4.277897729384667,4.0714158132404155,5.390697184888033,The interface is intuitive., The interface is very intuitive.
3.0366070246641277,2.7326243638452157,2.5103978131662075,3.0776725375747915,3.701978040785226,3.6067802080757203,5.421920637753647,The authority was absolute., The authority was very absolute.
3.3591205319323265,2.8814468462319853,2.703470301999823,3.4752901053938996,4.475335981299015,4.575714677669077,7.365310613641971,The company was enjoyable., The company was incredibly enjoyable.
4.976114017038486,4.753177236805171,4.453785429146035,5.080959692117461,4.47710541384745,4.917834609599902,5.258950113445154,The task is finished., The task is nearly finished.
3.805170298040237,3.1804512620924115,3.0339151796737953,3.943634171621203,3.6143830262955894,3.387097199363771,3.9163420942268825,The hike is long., The hike is very long.
4.026958433511268,3.4041394747364486,3.098326748663478,4.1271295913564865,3.723391462635213,3.852421144379547,5.301843241462087,The bathroom is old., The bathroom is quite old.
2.4496332997265204,1.8081381212509697,1.924181409421186,2.931672142581004,3.822696810094347,4.275459200772019,4.577669397614712,The fans were passionate., The fans were extremely passionate.
4.570968603754549,3.765783415554714,3.4314023590197475,4.583230886654651,2.031161355474355,2.199396207501354,4.127746584027637,The road is icy., The road is extremely icy.
2.7993151251770985,1.9790118600020896,2.044621439799539,3.005021059884412,2.7697159356558068,3.2446788315314556,4.170373436182572,The sunset is gorgeous., The sunset is incredibly gorgeous.
4.5817420978438825,3.8055931255218267,3.2646194344004096,4.653963691545083,3.3225697335054236,3.5702110649642274,4.344462890785792,The answer is correct., The answer is extremely correct.
3.605175781229173,3.3296607192656897,3.1340874632897653,3.8571375975960254,3.7952769658383008,3.7943809634647243,6.541476767660233,The evidence is strong., The evidence is remarkably strong.
3.4619527440266893,3.0882107743493683,2.9864312513618723,3.7130066575733305,3.5713436221215424,3.7544592947476727,5.471940622139084,The ice cream is creamy., The ice cream is extremely creamy.
3.602887828493443,3.09867126888706,2.9329563799374183,3.7260949697431696,2.8053597195272784,2.842104964579562,4.174556774880014,The assignment is challenging., The assignment is very challenging.
4.398295578509169,4.136007221761875,4.022523956447188,4.466790088717579,3.9566714200461943,3.9212082209141608,4.538267765308926,The tea is warm., The tea is slightly warm.
3.7694459985094073,3.0591535346874337,2.745670959844674,3.8509559961475572,3.609870874946311,3.4202543972903316,5.0045980626611515,The art is beautiful., The art is extremely beautiful.
3.508136172301561,2.821298070038063,2.531139436914799,3.70795901658925,3.2611308565395265,3.44982757225589,4.641157939246324,The family is loving., The family is incredibly loving.
4.714871165397722,4.197548704020475,4.113554084311671,4.7523842340239595,4.787210588323427,4.680169819665717,4.885706652751861,The development was rapid., The development was extremely rapid.
3.8147762223775312,3.200594806873796,3.114027824928883,3.8353726170915947,3.387405455092473,3.7832063908078184,4.942414871538592,The flight was smooth., The flight was remarkably smooth.
3.576197013598286,3.3189549612621967,3.091489803694347,3.7775386534173494,3.4737437262574318,3.875413067094301,3.721709360034038,The lion is sleeping., The lion is deeply sleeping.
4.068777582213907,3.8576626911906566,3.7512156751546333,4.231020091159111,4.250613888777773,4.06792564662672,4.783079830255659,The film was boring., The film was somewhat boring.
4.132883429998565,3.867892556915363,3.5606031328306096,4.332296319164775,1.7399667218467798,1.9903308234921813,2.5140881076478854,The view is breathtaking., The view is extremely breathtaking.
5.1235984902189475,4.335450826811678,3.969619321860387,5.233792865820392,3.809181445212651,3.9060855444903324,4.838575553088312,The city is crowded., The city is extremely crowded.
3.1572786631374004,2.573510595807234,2.4890160669524657,3.470334454816709,2.8110218935744298,3.007162594356036,4.439143697966048,The celebration was joyous., The celebration was very joyous.
2.892124380025803,2.845519968329499,2.5472951563319817,3.0781202668342393,3.01623938459463,3.3576061706802816,6.4619250275266875,The story is captivating., The story is utterly captivating.
2.4706030115251534,2.131772937369785,2.11037631558405,2.972320238147695,3.516041238119183,4.618727585553245,5.323773852031453,The results are promising., The results are extremely promising.
2.928804947165139,2.9626231324408185,2.9898386065938274,3.276329398566514,2.1695083498276735,1.8571912002538848,3.4081400327771623,The consequence was severe., The consequence was very severe.
4.54384758834561,4.13052349222472,3.8721127345231343,4.7377305659804545,3.967189116845538,3.6687157789352467,5.029208827027266,She is intelligent., She is exceptionally intelligent.
5.441379568029645,5.2634323571946595,5.016844582888718,5.545936218837314,4.732913199911372,4.698229845782105,6.20817199083067,The trip is expensive., The trip is slightly expensive.
3.9201148544300786,3.6563261785438685,3.2648405799283613,4.0917058509651065,4.273266544858509,4.881748851984572,5.859403106736913,The lizard is scaly., The lizard is remarkably scaly.
2.745655279195543,2.5513094532180975,2.4684433433256205,2.9644546950339143,3.4058331652659355,4.2436221925662965,5.166989322425188,The results are promising., The results are very promising.
5.827595650473145,5.7457199289371985,5.391757596063182,5.933771041416711,6.248506859899295,6.3731753901884165,7.93809878742643,The climb is challenging., The climb is incredibly arduous.
2.4838347444146183,1.6637980439346067,1.8433714101696514,2.5340292743735016,2.5624823682840194,2.3080279303050215,4.429276907056154,The evidence is compelling., The evidence is extremely compelling.
4.774840856732044,3.9725582630760203,3.592363885417909,5.003622994487127,3.1534681699115867,2.909293229846173,3.7580903260429293,The waves are high., The waves are extremely high.
3.3749071324160633,2.97249089873601,2.7827337122344713,3.4326557961330244,3.1722240679021168,3.010452711472765,5.1363524649278505,The change was dramatic., The change was very dramatic.
4.592884537198985,4.041567366177248,3.684531525759093,4.673192296665472,3.849565599978911,3.660026321859159,5.4780420906547675,The neighborhood is quiet., The neighborhood is remarkably quiet.
3.4138527401212673,2.841497298371208,2.7430678587243147,3.474394314181218,3.899420306663191,4.131961225633436,3.9108845683177362,The damage was extensive., The damage was extremely extensive.
4.394050562771888,3.868469556064728,3.673532854411782,4.600398771308637,4.404212759981463,4.582041458838552,6.092640610715485,The ride is cheap., The ride is surprisingly cheap.
4.659011276652608,3.8662796197844895,3.797382561623379,4.754266060590352,5.2301286945868775,5.9615392448204005,7.189645025753529,The trees are tall., The trees are impressively tall.
3.9255068660774977,3.4149951330113653,3.446565900638569,4.047258179039502,4.487247581068326,5.085650119334427,5.376095720898028,The proof is sufficient., The proof is very sufficient.
3.5487464921648875,3.14647768071123,3.025702713794552,3.647944797937361,3.7643285331198233,3.3583182689761415,4.3462452169336325,The meeting is productive., The meeting is very productive.
2.651031448429004,2.204503446509284,2.0595718328976065,2.8596958402944543,3.2781175557381306,3.5425302138529,5.779639661919582,The room was spacious., The room was very spacious.
3.5364493077899435,2.884482720944952,2.7957996881792044,3.7472864204952483,3.888979563293467,4.149846527951848,5.3924911754654845,The tactics were innovative., The tactics were extremely innovative.
4.273550696404335,3.2275468232919575,2.9954167763673,4.411668799765863,3.6523305178581515,3.880392962468967,5.033249213745459,The way is difficult., The way is extremely difficult.
3.3783886725642844,2.578279192535504,2.455181014415293,3.5154231676144874,3.7243758568663607,3.8227468215229727,4.29502584633301,The instructions are easy., The instructions are very easy.
4.706319158933682,4.149103063380207,3.556752485883191,4.773406855217571,3.0115757210094243,3.044549685426414,4.705251132376117,The solution is simple., The solution is extremely simple.
4.529498061572705,3.963953230770001,3.733671223543544,4.549565439395901,4.818537996194059,4.501012252200054,6.400081092459337,The pressure was low., The pressure was surprisingly low.
2.9184993534610237,2.4950050281856706,2.448180716008472,3.0907691621961937,3.432171440407902,3.8169171789984877,4.280361218472523,The instructions are easy to understand., The instructions are remarkably easy to understand.
4.337924142182341,3.753475768283331,3.4738120753659643,4.441215661842444,2.927752219453083,2.850706394112647,3.2489028949891674,The strategy was effective., The strategy was very effective.
3.454722974664903,2.791888378940723,2.6982233682072487,3.5933928778677737,3.740231864602552,3.6846560259355186,5.53212082759974,The vegetables are crunchy., The vegetables are extremely crunchy.
5.129232357056682,4.729935912327158,4.720755234794754,5.342138850656849,5.686199017241435,5.166815196199468,6.106422558980504,The silence was broken., The silence was abruptly broken.
3.808031323709814,3.7462552889314376,3.52481852870717,3.9905430832016284,4.872781649693281,4.804577955966654,5.755100535752336,The beach is sandy., The beach is beautifully sandy.
3.583744282705263,3.8008892355058164,3.7650166965477343,3.818266275938273,4.348077465489898,4.755061462997242,5.447201380084651,The food is spicy., The food is slightly spicy.
4.153092469787897,3.3565352007554514,3.041947195542023,4.214687771842977,2.25989653263436,2.5416422468929456,6.030650515254893,The ocean is vast., The ocean is immensely vast.
4.664886655291181,4.254802957946002,3.858954973346537,4.665188263247795,3.7701391324699762,3.512426558172685,4.966884148542167,The beer is cold., The beer is very cold.
3.3362057664647495,2.411603721550337,2.3215696310681957,3.3555224765545475,2.730660161456872,3.0486577693985075,5.197349832772697,The insight is valuable., The insight is extremely valuable.
2.8730719197389685,2.890665063641871,2.8304697766984432,3.0240651279357964,5.5468407278886165,5.877641104599371,7.239917170810791,The achievement is significant., The achievement is very significant.
3.7263258759651676,3.2754982117387756,3.1693829401061118,3.883410753782842,2.2979636097856395,2.3152878620044834,3.8171500429607557,The trees are tall., The trees are very tall.
3.562002612040766,3.0992060837849493,2.727142421597045,3.6525031714141174,3.809277910805344,3.5641514178080604,5.9031937535732375,The vegetables were crisp., The vegetables were very crisp.
2.985667694145874,2.3726946292134143,2.398381751340974,3.068810103508286,3.058751647498591,2.780679716912364,3.8063418960877664,The solution is obvious., The solution is very obvious.
5.870181616131232,5.2381398510919155,4.96061471108892,5.998025508329676,4.627681488717475,5.137177992583243,6.253878999523383,The conclusion is valid., The conclusion is undeniably valid.
4.574564541647806,3.852892186915905,3.6928396650921917,4.760294160662808,5.121577652147414,4.99319425755489,5.828973633470417,The break was needed., The break was very much needed.
3.703934367704733,3.47076765237257,3.1100184089093648,3.866666266259227,3.0192052577698965,3.389896510508198,5.119959354640211,The emotion is subtle., The emotion is slightly subtle.
4.321665148887129,3.893272343342901,3.6207478807744584,4.438624214442357,3.0649538300536356,3.4674629501455874,4.692676785946785,The bus is crowded., The bus is extremely crowded.
4.0040406201612155,3.6758755270326833,3.515337321489317,4.1772657099279895,3.2051547106620157,3.4092048486301936,6.174130355931253,The result was perfect., The result was remarkably perfect.
3.075149160157975,2.202981473929319,2.2443954916903763,3.2312459174495376,2.381904263721787,3.08829052128404,4.4355757454654245,The experience is memorable., The experience is extremely memorable.
2.946035622591662,2.748058664086975,2.6871967939137886,3.2818499846541083,2.9392285704644237,3.309366851720241,5.629853881084159,The pie was tart., The pie was slightly tart.
4.21778030582186,4.182479090297342,4.043289713398318,4.304811321328634,4.198176459985319,4.5348229075355855,6.191028978136305,The book is complex., The book is slightly complex.
3.1687374700891793,2.3530462350977595,2.435162380517761,3.2055161308952678,3.2566398378854946,3.68608688871785,4.8118920117720005,The weather is perfect., The weather is absolutely perfect.
3.801335298413573,3.5906930002105537,3.2018080709315595,4.000993768733581,3.5139192281840237,3.9283504262126128,4.737696405064312,The butterfly is colorful., The butterfly is incredibly colorful.
3.6309095603057124,3.5469712769346002,3.573076792166925,4.023551291965983,3.4606267389556136,3.281942890315894,5.2864792078472345,The flowers are colorful., The flowers are very colorful.
2.998817012185687,2.5447709380841004,2.5531659445668287,3.1668705785588633,3.2960356782502194,3.3535357992920685,3.703979812929533,The option is appealing., The option is very appealing.
2.4610322936980404,1.9448922056496634,1.9149995952502588,2.760136284315262,3.2739238144126475,3.186240307715964,5.516106304460874,The cooperation is excellent., The cooperation is extremely excellent.
5.402859566574903,4.975464823522507,4.929647677699554,5.53159459440534,4.478228767290498,4.317497351636116,5.248582841149976,The temperature is cool., The temperature is slightly cool.
2.7017768627938383,2.399028127230342,2.327528035884766,3.093496784809201,3.025794446944924,3.3687115015647437,6.369682438882805,The hurricane was devastating., The hurricane was incredibly devastating.
2.9198808960414513,2.3159942910639315,2.368732462980635,3.1226806651635086,3.730078633901967,3.6277570873527574,5.3950699599448315,The landslide was massive., The landslide was extremely massive.
4.09694336848094,3.264777578025375,2.9002109743112428,4.250489225366817,3.5814372921608038,3.3494660852984706,4.620802905800921,The faith is deep., The faith is extremely deep.
5.108232190068493,4.643666018651338,4.364201695455654,5.181592860657233,5.7582571433682475,4.780328479706952,6.517680753429564,The peace is maintained., The peace is remarkably maintained.
2.8212990895641594,2.054788840368438,2.0522508225116547,3.019126943368241,3.2324775767140506,3.2758420170892935,4.376384881169079,The chicken is juicy., The chicken is incredibly juicy.
3.436085396068018,3.1604568000122395,3.374532884320106,3.775751709850342,5.821084751244446,5.112118134733748,7.204319529303384,The toddler is playful., The toddler is very playful.
1.9807932540613762,1.7784749736748733,1.7743278390996835,2.42133941601862,4.125575963844474,4.052963268759107,5.352425314637132,The characters are well-developed., The characters are very well-developed.
3.9736821884285525,3.5395275722609045,3.3669186989763262,4.10219180983613,3.8393936578859496,4.024746224020636,4.996066587613317,The toad is bumpy., The toad is remarkably bumpy.
3.1510610169776387,2.2562819271755,2.3422909378651826,3.2822971850411466,2.4479820565309747,2.734831030877269,4.826010890193645,The knowledge is extensive., The knowledge is extremely extensive.
4.067963742291496,3.508504935270092,3.1971598081753947,4.152556704537771,2.6135013116830166,2.8186745098976114,3.319657507167175,The squirrel is quick., The squirrel is incredibly quick.
4.311817539646455,3.525313713277664,3.363611389576342,4.462251210945803,3.2710333473375095,3.5282259998072756,4.092202701098075,The music is relaxing., The music is very relaxing.
4.561524126331926,3.9471139912491067,3.737030183981772,4.6377136746788725,3.960024005409059,3.7891126021297796,4.816652532292755,The victory is sweet., The victory is incredibly sweet.
4.279879023769351,3.755990532104622,3.4160822294370434,4.348172199989589,4.023334801309082,3.810339018180508,5.277373251319073,The coffee is strong., The coffee is very strong.
3.3500688068547824,3.2970670908817428,3.3550187226086154,3.5252266762440922,5.231175287873015,5.470274912889184,7.938218980805129,The grade is excellent., The grade is exceptionally excellent.
3.0763586017121174,2.464201550301515,2.498697458354699,3.353428549372509,3.372012941414898,3.2684184933562976,4.440750172214656,The resolution is unexpected., The resolution is very unexpected.
4.6809830481548715,4.489881260623164,4.232712512877713,4.77378431759664,4.443992099410747,4.289071148982687,4.322684541664539,The project is successful., The project is very successful.
3.6902678674091742,3.1653331072281046,3.1583927003465226,3.8166656295568284,3.390524779547989,3.348911839507322,4.728763769295958,The day is sunny., The day is very sunny.
3.140162867566562,2.7395186619213177,2.765867835449795,3.3974919027185386,1.9284655950968104,2.1549936577922977,3.382019701444309,The effort is commendable., The effort is extremely commendable.
3.37954374161415,2.5984728555431107,2.488482637358793,3.8226556585707807,2.1093685218375398,2.0484036993993695,4.769567309657102,The forest is dense., The forest is extremely dense.
3.6437800186249705,3.056192433300123,2.76037898808849,3.7957114617239576,3.3913685409460417,3.546798418026461,6.068682655984983,The country is vast., The country is very vast.
4.013330699563606,3.66118806712453,3.6853741137542655,4.1060790265792,4.293063800980293,4.295138891389715,5.204629268404288,The park is peaceful., The park is very peaceful.
3.114500332055871,2.2332465106977932,2.3470438627267507,3.3576044256479376,2.8711415729505543,3.405988479160572,3.7075763849946815,The anxiety is intense., The anxiety is extremely intense.
3.5903178434188385,3.1862386532218996,3.023782807615455,3.721641175293233,3.516377914861516,3.7609509347632075,4.280687652131215,The spectators were quiet., The spectators were surprisingly quiet.
3.136150197248996,2.60312777091934,2.6272477480453817,3.301038490677916,3.6210829423185147,3.6140109466990302,4.669228224235455,The descent was easy., The descent was surprisingly easy.
4.244031758508416,3.432321222189146,3.1804758411594247,4.262498583730272,2.0638649810393828,2.4971360811871763,4.201301441633874,The journey is long., The journey is incredibly long.
2.9800974933331204,2.560990465072368,2.382889407164837,3.095935030468155,2.8078509552283597,2.934915484306074,5.1723976107601155,The dog is friendly., The dog is incredibly friendly.
3.0519974594952104,2.7822766394309872,2.7846201917408746,3.2198596105838013,3.690308130005592,4.027906117790394,5.152945689759824,The setback was temporary., The setback was surprisingly temporary.
3.0425304709397114,2.7037793023088463,2.400190545552054,3.29052274691439,3.7270520622085854,3.7824964100579925,5.545307334471284,The environment is polluted., The environment is extremely polluted.
3.067434382355122,2.681660705237199,2.361497227473463,3.3374751844796866,3.0665185547136624,2.7311656052903444,3.9470322547946024,The people are friendly., The people are very friendly.
2.66363012969715,1.9678914140842472,2.106367298161633,3.0328678085685987,2.6352931644055233,2.8508181896404996,4.432781967743876,The commitment is unwavering., The commitment is extremely unwavering.
4.863583397457721,4.2842239207230035,3.9407859540512735,4.920334807409996,3.8681554598567573,4.033583272431742,5.248398732529847,The dialogue is engaging., The dialogue is extremely engaging.
4.235539064351381,4.038256509981233,3.8956523412649635,4.36702692685868,4.16822565227277,4.108448671130133,5.144775000735423,The hike is long., The hike is excessively long.
3.538023193164204,2.8530598354836694,2.728064002301022,3.713740650486767,3.3202427201566715,3.40511968617862,5.2541210937883625,The discovery is important., The discovery is very important.
4.5142262532074,3.9057863840760367,3.7218657498268963,4.6477353031752395,4.689363114600393,5.053370167012011,5.680452571425201,The plane is fast., The plane is very fast.
3.535557377126363,3.1145155893430063,2.953288767945743,3.6444899351923765,2.6894562666840325,2.9733514973749404,3.707503969795796,The presentation was effective., The presentation was highly effective.
3.201417760766634,2.748793714189706,2.481014906022205,3.4109691383119567,3.470192075475163,3.761700078035073,5.14055487824638,The mountains are majestic., The mountains are truly majestic.
2.344281082206314,2.2865251435339937,2.364219321334754,2.7327081045973007,3.931850374563659,4.134777831124902,5.033050040256756,The food is spicy., The food is extremely spicy.
3.6848820898517074,2.9708681699582344,2.6564614648294937,3.826460093025214,3.6991066732116296,3.44494873404421,4.325306898979157,The sky is blue., The sky is very blue.
3.815183798992566,2.9701915091367366,2.834607114155829,3.8880189866672854,3.2192440556079314,3.8284458240931727,4.706471849059935,The sounds are peaceful., The sounds are very peaceful.
3.449277730318262,2.9990247188079744,2.5286933997842693,3.633718630460234,3.215116680948037,3.206701403615095,3.847235399458677,The quality is high., The quality is extremely high.
3.732249282998544,3.2825180843758797,3.1430212830249378,3.826897798126675,4.134528374883616,4.231957837967879,5.879295566157134,The weather is pleasant., The weather is remarkably pleasant.
4.337649552793313,4.221694665269673,4.122341404944996,4.496358523631413,4.37825957281896,4.458644898231223,5.1679739658869375,The outcome is negative., The outcome is slightly negative.
3.290760055500536,2.7125330734776085,2.6906299840307644,3.4585884154582027,3.1433526507343648,3.019750110214216,4.908875122033174,The elephant is enormous., The elephant is extremely enormous.
3.1218581657613207,2.614211336460456,2.65321178032376,3.351866382733609,3.781078067272683,3.6296327471857635,4.780971312893639,The lake is calm., The lake is very calm.
3.5608778813807644,3.342570091909388,3.2150855706766728,3.7127336030996356,4.230637467056527,4.1616915495718505,4.81571327829538,The frog is slimy., The frog is very slimy.
5.963278709600332,5.941313639446716,5.586999372734035,5.981002523046934,4.692563455332852,4.868768176654412,5.530654905826848,The movie is long., The movie is slightly long.
2.514176923937323,2.1223813686877038,2.1170576139842447,2.7477938708378677,3.048057565541434,3.320199265633707,4.648492558206005,The flood was devastating., The flood was incredibly devastating.
5.5973200628588655,5.555864113444124,4.965769428994198,5.598677118295009,6.972443259176431,7.139896907297396,8.056434859388467,The food is spicy., The food is incredibly spicy.
3.5226220235673105,3.1537900403052137,3.0055390652630014,3.8392632840417225,4.019106780225598,4.2728804134575995,4.8755867774598585,The exam is difficult., The exam is extremely difficult.
3.6798512615327033,2.901553643809136,2.7559947560790348,3.918109904644361,2.8755125461195137,2.8350803827492213,3.426240626766858,The outcome is significant., The outcome is extremely significant.
3.4954504076618274,2.928950100478888,2.780889730832272,3.545343196222822,2.927841739102892,3.259974290897042,4.200067792134067,The connection is deep., The connection is very deep.
3.68223360489525,2.925137069042555,2.6516619504333305,3.858355147347272,2.787543380372279,2.612192791242283,4.574103930865595,The wind was gentle., The wind was very gentle.
4.415438802332665,3.6924377553765613,3.4692610589048054,4.463726374263845,4.2244943395803745,3.6580955639867265,6.064739172188215,The cake is rich., The cake is extremely rich.
2.8161289423173663,2.3092586527332535,2.203726091109589,2.9781739099419364,3.5348290459020966,3.6152996769941383,5.785564772956364,The countryside is scenic., The countryside is incredibly scenic.
3.109309466276852,2.7005199942313687,2.6927302840905565,3.2761116821364653,3.192395650173402,3.6234980764040574,4.661999654215325,The sunrise is spectacular., The sunrise is truly spectacular.
2.399074826001122,2.2015477402013817,2.23482925539106,2.606445352022232,2.67202700831221,2.2936058672200175,3.735142431368659,The beach is sandy., The beach is very sandy.
3.5198578830450375,3.4074913938544733,3.0146172535681086,3.710197948868057,4.028361874691276,4.466004737767041,6.31533778571809,The achievement was significant., The achievement was very significant.
3.5817388504750194,2.690115176123059,2.551789000281084,3.6033255061179594,2.667284107284279,2.6234885802243477,5.349803643008766,The candy was sugary., The candy was extremely sugary.
2.6053757882268656,2.451581244097667,2.677486980723036,2.9589574211320167,5.0947492105671,5.1917422901973485,7.834057852789429,The cold snap was unexpected., The cold snap was surprisingly unexpected.
3.7345891152980455,3.1102996254180835,3.0885376104244155,3.785533248036968,3.8536439880038498,3.8373986397708864,7.351135545977635,The temperature was mild., The temperature was remarkably mild.
4.050704704941463,3.3172842948724246,3.1321298910196194,4.079719478426914,4.45581899827701,4.118264602499261,4.565019733735339,The taxi is expensive., The taxi is extremely expensive.
2.553487782099058,2.0809131325119035,2.05455635926269,3.055796778889188,3.3199251206040796,3.2736486938168827,5.532303294133869,The change was noticeable., The change was extremely noticeable.
4.68497428814449,3.7980658995705063,3.5428524251217612,4.7736198389256845,3.604207110823424,3.3899499954786365,5.32686113820344,The coffee is hot., The coffee is extremely hot.
5.487688817242367,5.189273673601616,4.957723051126528,5.58978200247,3.5039387380630234,4.051802071250855,4.439434861374695,The yard is small., The yard is surprisingly small.
4.179026181184666,3.7464748108505908,3.607675633077163,4.370235513222723,2.6505871214327232,2.492022302593364,4.2864313465745205,The candy is sugary., The candy is very sugary.
3.19740417253773,3.3097549473842016,3.46047456495577,3.5248267996533547,1.936429483887939,1.9470048499303343,3.4282788284457673,The pie is tart., The pie is slightly tart.
5.67925626701305,5.057385478353646,4.456913828428642,5.692063309921309,3.4462416793347184,3.689214081767578,4.1045392444445135,The topic is relevant., The topic is extremely relevant.
3.5479168533994376,2.717944793643325,2.4702612896185547,3.599531993932862,3.5130373591490054,3.186608377827576,4.512145434366333,The beach was crowded., The beach was very crowded.
2.932862293876549,2.440115632814952,2.429139933596523,3.1350789592637422,4.313060741984107,4.45856770067213,5.980791944400445,The business is profitable., The business is extremely profitable.
2.1964327339776695,1.423770537188754,1.5389232049787303,2.5900107116361983,2.789166336270581,3.034437692071135,4.600887665775337,The talent is exceptional., The talent is extremely exceptional.
4.390877844958319,4.137114473859474,3.832088633059847,4.486025420486997,3.2199537730347285,3.5526246391810465,4.876299805497743,The train was on time., The train was remarkably on time.
3.546188785119726,2.8388887411905324,2.3636772489468085,3.616239547679772,2.97261929462162,3.0219029639176203,3.9652017296450226,The meeting is efficient., The meeting is extremely efficient.
