baseline_similarity,mean_shift_similarity,regression_similarity,sampling_similarity,transformative_loss_similarity,contrastive_loss_similarity,contrastive_cosine_similarity,Sentence1,Sentence2
5.12123139458801,4.498639040824283,3.788431187386489,5.1774889135866955,3.260555775915622,3.58641061178258,4.784441742401786,The environment is supportive., The environment is hostile.
5.126279354241618,4.852624721344673,4.307522965154904,5.131867564846521,4.742869981732639,4.929575491348465,5.124828565776387,The amount is sufficient., The amount is insufficient.
4.547238957668265,4.513860157315502,4.201761781820259,4.594769901107628,5.119910209254422,5.545593979487734,6.491285693773214,The deadline was met., The deadline was missed.
5.311902648641928,5.260014903971906,4.82596212855841,5.445227113011433,4.046479881682572,3.8802450819280807,4.814116208932919,The situation is stable., The situation is volatile.
5.600607580790305,5.240179763502511,4.711984341832629,5.622868140424418,5.641650992862298,5.3207032149218705,6.708070069361452,The news was encouraging., The news was discouraging.
5.252959795025893,5.126215510847342,4.946024843427117,5.336099250516289,5.730105392731724,6.071410772987181,5.761557091634164,The refund was processed quickly., The refund was delayed.
4.283380270492298,3.971283284555739,3.8740953765506894,4.327279194124579,2.8896404735766414,2.9715813896224517,3.9116742364251826,The method is successful., The method is unsuccessful.
6.11378211675903,5.9842979176497435,5.114295450905553,6.121971459129788,1.8775188620362766,1.6997737025143491,1.870923681780798,The improvement was remarkable., The improvement was minimal.
5.258479407842262,4.8147160245475815,4.624890610253642,5.275470357167215,4.652305519824463,4.785156728974483,5.1558770232606905,The task is achievable., The task is insurmountable.
3.992725661133355,3.5884396121967916,3.810634446259322,4.15216310352884,3.1186986988815852,3.166556612567118,3.86636507360331,The dessert was delicious., The dessert was awful.
2.8805158024823863,2.798221383772657,3.0789765222932974,3.1382392597323485,4.407929249148425,4.629716447720096,5.241175176580737,The adventure was thrilling., The adventure was terrifying.
4.012231352413425,3.4176380170044123,3.03552433503514,4.060201660963082,3.876069960972254,3.7814149117950633,4.339858170069208,The diagnosis is accurate., The diagnosis is inaccurate.
3.927246020338897,3.483247311586881,3.5525700445444297,4.042295296570399,4.925290033463964,4.973849849036363,6.709390369772013,The atmosphere is positive., The atmosphere is negative.
6.383233052248375,5.823398523635924,4.841731854565455,6.332195242500205,3.5599790803729405,3.80809649836065,6.165508382817141,The service was impeccable., The service was terrible.
3.1407651404924226,2.8942325005041503,2.9741054093602357,3.3263485487912465,3.8821462782209655,3.908205760937115,5.0943987658453,The dialogue was sharp., The dialogue was flat.
4.441760772564205,3.981875076152403,3.7734872382692917,4.547866580121173,1.1490196572193656,1.1346674272345647,3.968701600766101,The consequence was beneficial., The consequence was detrimental.
7.021727758676275,6.308746077180249,5.897762669140381,7.0051220007736035,2.525196999162722,1.962145481436245,2.71823887915877,The approach is efficient., The approach is inefficient.
5.9310069039892985,6.063321892225488,5.2311955341546765,5.949704250418134,4.448222179521227,4.371662171260633,4.519269852759377,The difference is considerable., The difference is inconsiderable.
3.338188790003914,3.1649119845972744,3.1673982951277697,3.495467010460394,3.9634384049087106,4.276715038249776,5.615078333047846,The task was completed successfully., The task was not completed successfully.
6.059518490938403,5.737793019980022,5.110026574800537,6.056072167252099,3.668215378296172,3.6329204375566713,3.509768303693945,The connection is profound., The connection is superficial.
3.4196559293337825,2.66734760253204,2.4444630482377536,3.4251467383173644,1.4429396075705803,1.3366046683805377,2.9858162595551514,The efficiency was excellent., The efficiency was poor.
3.06701022045981,2.225983497063785,2.3982014426423546,3.124636526728397,2.1777289963232973,1.8730621755639922,3.5073395390382798,The product was high-quality., The product was low-quality.
3.4806278225321448,4.242395121010958,3.6974768312041446,3.587818227035213,3.4759262421610693,3.5831992805424506,4.803009928680863,The decline was steep., The decline was gradual.
3.683765184582962,3.2130972928539845,2.905999778568421,3.714077846250988,4.573540851240085,4.734177087559845,5.152046479863412,The architecture was sophisticated., The architecture was primitive.
3.268948605370412,2.5039862735403453,2.8325394477805923,3.4230033301729437,3.8674142623079137,3.6063451236039565,5.824711126695997,The learning experience was positive., The learning experience was negative.
5.099886274537692,4.656517684506793,4.295595417983816,5.060629431354103,6.007006096039022,6.296096324968366,7.3411659798083075,The work was excellent., The work was poor.
8.385732009316925,8.007943079007939,7.313309144545511,8.348674842023513,2.36071047505147,2.146886909565999,2.1958136481418733,The resolution is satisfactory., The resolution is unsatisfactory.
2.852668509778482,2.5487917343016826,2.5049670642471047,2.9717628478960125,3.0003528096839953,3.0589191764871115,4.662796744126633,The capacity was high., The capacity was low.
3.9600676062667266,3.470012251495352,3.6404863025618353,4.060416404662808,1.9247098392258388,1.9487305192201145,2.2969470840964608,The decision was wise., The decision was unwise.
6.0624146805680725,5.4933382591909,4.775102720011501,6.110545905197238,4.856484978441611,4.7624362777399805,5.395588688682364,The respect was mutual., The respect was lacking.
6.6841020976290455,5.99599224934226,5.661148679460834,6.684419737496753,5.9870383708544495,6.152368522513645,6.63272403673456,The news was uplifting., The news was disheartening.
5.6734236207727795,5.439022751920228,5.241062722458408,5.825164550041752,5.691854772826347,5.582901493192117,5.871112830032816,The criticism was helpful., The criticism was hurtful.
2.694585673953241,3.3719818188390422,3.297265328311373,2.9255627803871183,4.849915001482881,4.725768947380051,5.14007141315597,The cake is moist., The cake is dry.
4.58679096762673,4.447591793840402,4.176526406013831,4.6205547891606695,5.614541716707001,5.955303620951115,6.367773678895099,She supports the cause., She opposes the cause.
4.495672395510047,3.9429771172022288,3.840225142795293,4.6181718668223875,3.482320884996664,3.6998848982793615,5.21993126806901,The weather was perfect., The weather was terrible.
3.732368688898865,3.7939679146742953,3.7099938003641753,3.913408015986607,5.885242533057643,5.2216899927929346,5.9245339393239576,He agreed to the proposal., He disagreed to the proposal.
5.480412180137323,5.056426311075125,4.2836643572480195,5.445850301144362,1.329067721760177,1.1226140781316196,8.731893895961454,The solution is effective., The solution is ineffective.
4.9802358506469915,4.778466110017461,4.172609051125133,4.962268085128922,1.74008944325935,1.603485252590845,2.525637449626987,The participation was enthusiastic., The participation was apathetic.
5.520533851310248,5.241111987025043,4.554476639872632,5.493931204118588,4.6483022619695635,4.664214051877371,5.600210012701137,The progress was significant., The progress was slow.
5.548601645834703,5.0442681790211195,4.182442746886627,5.472744191859631,4.914944156112011,5.371339194676037,5.735967046273167,The progress is significant., The progress is insignificant.
5.614219703645528,5.291792282655018,5.107362934142265,5.673611633717504,5.061336441125533,5.077569504126506,6.339913247109511,The comment was helpful., The comment was unhelpful.
5.240558375500118,4.7813459650062,4.481199775598548,5.293985212854927,2.0920739034191733,1.9538176128963667,3.963880460289692,The project was completed on time., The project was delayed.
4.239435128127133,3.992391447826807,3.824079531816217,4.35259722706617,1.6886028813841507,1.427931864550523,2.6564035840837676,The vacation was relaxing., The vacation was stressful.
4.877100107718234,4.6308659942846635,4.034106571763054,4.826528628195631,1.7705959613990978,1.8901374438667602,2.5184138937334053,The message was clear., The message was ambiguous.
3.9528490399100424,3.373755005687556,3.7139581819646885,3.985836073279901,3.503226854073577,3.5854858291270237,4.485571474234533,The performance was excellent., The performance was poor.
4.285308589460145,4.120790864299239,3.89996446082804,4.378767089447873,4.951987427350853,5.223266340510263,5.790658833623472,The empathy was genuine., The empathy was absent.
3.8408076141703216,3.170824635996579,2.962213002935082,3.931581424766968,4.732735689186498,3.8421641546797516,5.523440079390715,The party was fun., The party was boring.
5.649072764555917,5.053393899623766,4.798369137564338,5.666960281301571,1.911844676031964,1.7695816537389322,2.0440247053228133,The suggestion was valuable., The suggestion was worthless.
5.981503089927043,5.647672207435422,5.070000824861781,5.95100829256842,4.817762363502837,4.8470369073348945,5.627297214370768,The improvement was remarkable., The improvement was unremarkable.
6.699110174208817,6.337350854950563,5.615989727013731,6.756589930733413,5.385488723009531,5.334382622932964,6.271885393119417,The response is favorable., The response is unfavorable.
4.772438053414872,4.070782072905316,4.461959212371884,4.86618261191895,1.5086623799063223,1.1432442207449305,2.2314966148426496,The development was positive., The development was negative.
5.342981440430879,4.647482941053413,4.004516503799614,5.415473752848708,3.60399301103899,3.8264447857660557,3.8330772088221834,The landscape is beautiful., The landscape is ugly.
4.743329782362066,4.485014082951766,4.172290224024397,4.778697783883987,4.696572998924893,4.443994651903079,5.371577440945598,The effect was significant., The effect was insignificant.
5.282204581006029,4.732605147704199,4.8055116890009035,5.300469544888645,1.9203131489072962,1.854734641762389,4.427552807114363,The outcome was favorable., The outcome was unfavorable.
5.17287111688895,4.562086338649798,4.231101536896318,5.161556065185515,3.0324022137666407,3.150273379957991,3.706511183925537,The suggestion was valuable., The suggestion was useless.
5.793807880425551,5.293995282211357,4.396031705481583,5.8486521920386245,2.1986372473803235,1.811383072990151,3.261773269430272,The view is spectacular., The view is disappointing.
3.9034874661478063,3.793833547314642,3.5939042464372144,3.9868431403753704,3.981348857085279,4.2891068974599635,4.531238233727054,The progress was substantial., The progress was minimal.
7.24819358875721,6.629222160961192,6.215023016509181,7.247207295450554,4.99305715683706,5.177768960945244,4.794044615903022,The conversion was efficient., The conversion was inefficient.
4.3120101863393945,3.96645629252101,3.7519548830362086,4.370744968043257,3.448486713591501,3.6050383661468923,3.789431648308182,The sculpture was exquisite., The sculpture was crude.
3.8828118892114056,4.3514794622550355,3.6528695645538156,4.083193374924615,4.164443201838541,4.630291599157749,5.66117752845355,The decline is significant., The decline is insignificant.
3.445666876484806,3.650329633129842,3.319911304705975,3.4996982201327524,4.336057240653271,4.673930394723506,5.2528697808915386,The interface was simple., The interface was complex.
5.17905503661752,5.0594400170098055,4.902581944633918,5.166524602722792,5.665611075640679,5.704702542327761,6.026768372620832,The journey was enjoyable., The journey was unenjoyable.
5.352082844625977,4.615264024967799,4.177943194781613,5.248257224533033,4.293755936811718,3.8740328280592813,4.757742956391962,The collaboration was productive., The collaboration was unproductive.
3.387116786551599,2.8768663630713465,3.086748617606727,3.6768548964042047,1.816238107834657,1.7577190247306385,2.7554872268074484,The interaction was positive., The interaction was negative.
3.7722639236010647,3.6309915999890157,3.5895846650474037,4.065576510549521,4.995398208340897,5.415833448602622,6.154651155888527,The order was fulfilled correctly., The order was fulfilled incorrectly.
4.211974432293049,3.768143125266251,3.4532847044708816,4.176059267993995,1.6292751968477068,1.5988429472650898,3.475627048442654,The increase was significant., The increase was insignificant.
5.441120275487079,5.015743926388347,4.2974788972051,5.462376859709709,5.4622235885684995,6.099815225158411,7.2063429898980855,The park is well-maintained., The park is neglected.
4.84952896072942,4.386315688150424,3.9578484764853696,4.924707298362634,5.857066918485786,5.832584352642362,6.531963846175579,The objective was accomplished., The objective was not accomplished.
5.046015099655972,4.907318302361614,4.620897010222095,5.049239951420854,4.232391985707832,4.275135941982343,4.783134144719351,The participation is active., The participation is passive.
3.9894249182195325,3.6880651603111407,3.694873860111222,4.154882802594681,5.076672130564418,5.775178488629641,6.735715696031493,The conclusion is valid., The conclusion is invalid.
3.914919288967757,3.1149621212383845,2.9420632354763363,3.846405861583442,3.445124998740428,3.3302328485357924,4.777435664054231,The efficiency is excellent., The efficiency is poor.
7.051464334643335,6.687541694001297,5.666783282720153,7.1117438693564745,5.5805854271758975,5.386274696296539,6.836327496692749,The system is user-friendly., The system is confusing.
4.578880848492985,3.7794399411937647,3.4121515146808843,4.567980200441101,3.899595767916838,3.8152052904624916,5.037812209678655,The technology is advanced., The technology is outdated.
5.109440928573721,5.056931064235902,4.841295895468005,5.101624721478587,4.000902193264323,3.7164328577890897,4.188746165276427,The increase is dramatic., The increase is minimal.
2.9955724416077887,2.8200171367628775,2.6899460831487794,3.039150009213116,1.7877213140889872,1.6775102731112508,3.888491592736776,The coffee is strong., The coffee is weak.
3.493587705341417,3.1910398952200505,3.3520553318740323,3.5818575047837946,4.091141358654591,4.292295034018515,4.312606073385017,The story is sweet., The story is bitter.
6.862468102802103,6.5872334318947,5.767996897373552,6.928655799804685,5.756385632958661,6.106976181681775,5.769516235552257,The increase is substantial., The increase is insubstantial.
4.122626193278309,3.798667795542151,3.4711091844934785,4.233203866616265,1.7424867857903503,1.7570424900281496,2.117961186011001,The quantity was sufficient., The quantity was insufficient.
4.807851553110836,4.223936321607351,4.03375772996087,4.856773293393713,1.9399232066022578,1.8314744826326583,2.748116997695302,The change was beneficial., The change was harmful.
6.027515588148925,5.783133752458194,5.105530288431678,6.042422854366744,1.9215897486971514,2.0520328850743264,1.9870709024526063,The vision is clear., The vision is unclear.
2.929502724189474,2.734161986046781,3.2908022327095847,3.16564419892194,2.195981792880158,1.8579851715000915,2.4666136412389648,The experiment was successful., The experiment was unsuccessful.
5.6734236207727795,5.439022751920228,5.241062722458408,5.760590563756528,5.691854772826347,5.582901493192117,5.871112830032816,The criticism was helpful., The criticism was hurtful.
4.1236862099854585,3.6327020922575035,3.5659386031229885,4.155078538659352,3.4529432805419296,3.7819661111498935,4.115256649199291,The decision was wise., The decision was foolish.
6.532065719056842,6.4675935775460704,5.459774309958178,6.54814780460184,5.385907143096157,5.309664294715951,6.400181154168846,The implication was clear., The implication was unclear.
7.040452900509731,6.1456828667744,5.696719855931407,7.02355305633479,2.2467028317862483,1.8771546564089876,2.003219170045252,The organization was well-structured., The organization was disorganized.
5.222969356151025,4.510965136715325,4.23499312227768,5.209228429864709,2.045092310356994,2.0537275392786767,1.7912413831064973,The implementation was smooth., The implementation was flawed.
6.641851573766364,6.21492585505965,4.760477162355988,6.502814314732375,1.503017340897896,1.4427174472397448,5.72494370224693,The contribution was significant., The contribution was insignificant.
4.828562627300945,4.40951779579833,4.125303978235721,4.861748462063589,4.955170311313215,5.18642621279461,5.627905822855202,The lecture was informative., The lecture was confusing.
4.586695138340806,4.017814693267169,3.4703613802581934,4.655343568762093,3.842375441246897,3.5057422869895745,4.4844212021822525,The quantity is adequate., The quantity is inadequate.
3.548223516099743,3.61416856939594,3.3307197100167576,3.6813047055692816,1.5691119639257036,1.3588726203367922,2.576462800435094,The reaction was positive., The reaction was negative.
7.232335933971237,7.188753346974205,6.960069823531679,7.242261830874638,7.820094462553859,8.1355153279294,8.076949072711404,The warranty was honored., The warranty was denied.
4.127380577154455,3.6585570852843246,3.8097255808733985,4.1631261555825345,2.270836685249206,2.418714783087691,3.645179852235427,The recommendation was excellent., The recommendation was terrible.
5.785115572871645,5.249555291940729,4.8641462686920045,5.815928911403892,4.018457737654638,4.048430654004582,4.807868820165475,The music is upbeat., The music is depressing.
5.649888636027589,5.170950287213525,4.209574619990061,5.5633606988318105,4.314114582825243,5.1425724562750075,4.352345016998568,The progress is substantial., The progress is insignificant.
3.9806285123006426,3.4638600732270595,3.667320676246162,4.113607243431721,4.7332324890076825,5.017952610730062,5.0386344314906655,The coffee is aromatic., The coffee is foul.
6.938687866672156,6.746198632378328,5.951594825894207,6.903992803762133,2.031618547198453,1.9321606641047628,1.7791969175738194,The response was prompt., The response was delayed.
6.070039486655738,5.574154570343158,5.556246293329296,6.0965130345895435,5.1216486068636495,5.152724009099167,5.830026134416587,The benefit is substantial., The benefit is negligible.
4.549817601401154,3.860856938862902,3.625250616195641,4.574725349554099,1.6968095774419292,1.7623021014457616,2.6835786927761007,The change was beneficial., The change was detrimental.
5.793187569190593,5.190325211297021,4.701387044017526,5.831740089006852,2.2934717689649236,2.0911897022110404,2.0778565911778246,The opportunity is valuable., The opportunity is wasted.
3.6371100297639707,2.617342430806201,3.092693959046886,3.7813146961476787,3.518849077689867,3.73395357143392,4.248625366375776,The experience is positive., The experience is negative.
2.4395866484456383,3.111818271370899,3.0585294857859013,2.7175929421095337,2.4901081974746466,2.5865348385870734,3.612809521278536,The decline was gradual., The decline was rapid.
6.597911886584587,6.121216899974237,5.4161391440522415,6.597682564523524,1.3894441300183442,1.1668506122444693,1.1723239612674974,The effort was appreciated., The effort was unappreciated.
4.727071940792204,4.1016576096024435,4.009039908109293,4.74424656147235,3.3485209640479177,3.29602586283182,3.888004843985992,The market is growing., The market is shrinking.
4.125455888279532,3.4245543858691527,3.160177487142109,4.122910466743246,1.4677160112334844,1.3134259451086783,2.876909717371879,The environment was supportive., The environment was hostile.
4.8241102488879815,4.746097355713283,4.322990635594014,4.925023515243605,5.64189297545968,5.7277106940329,6.946521862870196,The effect was profound., The effect was minimal.
3.44466555878373,2.9720714280696354,3.4377094627925837,3.5233003027725482,2.1867151090171237,1.9975567048048204,2.688927064812005,The evaluation is positive., The evaluation is negative.
7.274409367857071,6.711294698860078,5.604089558933638,7.234645872605157,1.8918805218955221,2.083964764477649,3.0597832009910575,The support was unwavering., The support was lacking.
3.430559422207625,2.841170043891443,2.8317499375927175,3.504170216733354,1.4739853401143457,1.3992335548284593,3.6433891863948187,The outcome was positive., The outcome was negative.
5.974052972500821,5.393935001823765,5.011441776203923,5.947057415280714,5.268686098608336,5.387425401328247,5.756207847675562,The contribution was valuable., The contribution was worthless.
5.276949997347419,5.3644742651838575,4.754853907697473,5.3594461556691675,4.9193078688503045,4.899084783191403,5.414203931951311,The certainty was absolute., The certainty was doubtful.
4.5670767028056485,3.82536508981645,3.3665386274337505,4.5707644480149305,1.3285829265501243,1.1964600207829588,2.7166093237961033,The technology was advanced., The technology was outdated.
5.104276687353655,4.789275029227032,4.5599469190263155,5.111448445812185,5.0090265765571935,4.897390391272954,5.796409842739789,The return was easy., The return was difficult.
5.182564634113385,4.744179735246693,4.105121981038651,5.153468448357408,4.460745425370481,4.360779314586991,5.981368843380562,The supply is plentiful., The supply is scarce.
5.24190220626997,4.706170346740395,4.651723554566521,5.299288571011098,1.6867552232472278,1.5127834334130044,5.307514634229262,The result is favorable., The result is unfavorable.
4.232964584463533,3.762142863990956,3.67629914321015,4.328764500234598,3.014128996121704,3.2046064737656805,3.5905857878075715,The instructions were easy to follow., The instructions were difficult to follow.
5.821414033377219,5.392913551283874,4.905132921155036,5.7891850778910126,1.5421270050758475,1.3831068267940672,2.227186199233855,The work was excellent., The work was substandard.
5.44878815028204,5.133268143260587,4.679302504214492,5.568587467841754,5.992034649033462,6.330311324433458,6.747169221862905,She is a diligent worker., She is a lazy worker.
2.9486915572337833,3.0538226221646694,3.454578817220466,3.1133880513521133,3.858644125573586,4.121609330881776,5.553863501289045,The coffee is hot., The coffee is cold.
6.315190271664242,5.856337517306436,5.8070305963966184,6.427656749322994,6.294696988323411,6.742478757113126,6.6304758210685435,She is intelligent., She is unintelligent.
5.681075966307366,5.74567577781583,4.635655161932858,5.8376126328393365,1.4740129713238348,1.3223620207693056,4.5438560504525105,The bond is unbreakable., The bond is fragile.
5.222969356151025,4.510965136715325,4.23499312227768,5.177916915396677,2.045092310356994,2.0537275392786767,1.7912413831064973,The implementation was smooth., The implementation was flawed.
4.09219221401632,3.0683057629472597,3.1541675140755387,3.989069933687953,3.8606331266553684,4.048969431290286,5.500910110844477,The foundation was strong., The foundation was weak.
5.723863941495177,5.370938445445757,5.173575319782506,5.7274614534495365,5.995410016018529,5.926813332681029,6.224878381304668,The challenge is exciting., The challenge is daunting.
6.96455326880134,6.777123337391434,5.932036312816728,6.96491721633044,2.7985511004257453,2.7439321046581173,2.9695270294345013,The improvement is remarkable., The improvement is minimal.
5.663646337277962,5.335976621990797,4.87516678755358,6.010972141425232,3.765582141552192,3.1818588008046147,4.450975702630051,The review was favorable., The review was unfavorable.
3.148736630908926,2.976512068835545,3.270363487606426,3.2850870129150946,2.0194168588580093,1.9701952200640827,2.2174330187732343,The communication was open., The communication was closed.
6.938687866672156,6.746198632378328,5.951594825894207,6.912416919751419,2.031618547198453,1.9321606641047628,1.7791969175738194,The response was prompt., The response was delayed.
5.143028086546016,4.225301807581665,3.896624209950421,5.13638611603482,4.50925242441868,4.568911237790801,5.357933860201848,The management was effective., The management was ineffective.
2.561392708010174,2.508689584617255,2.7078336859549457,2.9067216518728536,1.7697107470538567,1.726802774510766,2.2453199499795256,The implication was positive., The implication was negative.
3.0672209270894006,2.8600263987914714,3.3617262447277265,3.160251165071527,4.194974423007855,4.54194434123705,4.911190882723862,The venture was successful., The venture was unsuccessful.
5.663646337277962,5.335976621990797,4.87516678755358,6.028779146575825,3.765582141552192,3.1818588008046147,4.450975702630051,The review was favorable., The review was unfavorable.
3.238509100413792,2.950365819398427,3.2609384375698847,3.3620086103923055,1.9032494692523683,1.7591283944238205,3.4579560066499244,The effect is positive., The effect is negative.
5.124280557285124,4.6280662684011,4.092110048657952,5.27716948169135,1.3086648054145023,1.2150484855350978,3.610690507336115,The solution was effective., The solution was ineffective.
5.019103038983895,4.736470479468751,4.354574221803734,5.148261052275999,4.782502954822117,4.727285059117635,5.508589341530501,The analogy is apt., The analogy is inappropriate.
3.7350696457127994,3.525045383579979,3.6225709610188344,3.893799139205237,1.6841359748137903,1.6378039847332078,3.7932983002831286,The integration was successful., The integration was unsuccessful.
4.584803163795825,4.02774049104632,3.593667299499236,4.66011250802654,3.304002353307185,3.567593276913325,4.154542266400238,The research was groundbreaking., The research was flawed.
4.822418116321901,5.042811648706779,4.377797818947859,4.947014608563653,3.7853795492941136,3.7058471171516967,4.296668935866102,The change is drastic., The change is insignificant.
5.84026689884703,5.269426582671942,4.649966767013827,5.906143461267794,5.013468801152238,4.767897158032698,5.712272435331009,The group was cohesive., The group was fragmented.
6.11378211675903,5.9842979176497435,5.114295450905553,6.129672706177458,1.8775188620362766,1.6997737025143491,1.870923681780798,The improvement was remarkable., The improvement was minimal.
2.694585673953241,3.3719818188390422,3.297265328311373,3.0886938085123155,4.849915001482881,4.725768947380051,5.14007141315597,The cake is moist., The cake is dry.
5.663646337277962,5.335976621990797,4.87516678755358,5.8744823101111345,3.765582141552192,3.1818588008046147,4.450975702630051,The review was favorable., The review was unfavorable.
6.0615776772314796,5.5899421339091555,4.931457824677165,6.086479512551012,1.6835254447134729,1.3909160153919364,1.7906252325359524,The feedback was helpful., The feedback was unhelpful.
6.494931251039675,6.1359610976243175,5.08273703582279,6.46058704857392,5.596090497478387,5.419071411497225,6.426457798481444,The understanding was mutual., The understanding was lacking.
4.801969704747446,4.293727753496053,4.007682443676943,4.8054376274381525,3.502550109057814,3.341699211810707,4.643829672376669,The play was entertaining., The play was dull.
6.235092814880239,5.636718356251421,5.407345173037669,6.218082118129984,3.0123132283041,2.6300403027741552,3.195813367944438,The growth was impressive., The growth was stagnant.
3.6543786261389744,3.5597159147086574,3.285154597381318,3.695810315561457,3.4651480661646112,3.5638650287004423,3.959722090485635,The plot was intricate., The plot was predictable.
4.283088831456118,3.982455737063847,3.4196473866023545,4.305640950417664,3.8776588727927086,4.431051291673237,4.688729840161824,The contribution was substantial., The contribution was minimal.
5.641589630079603,5.435550806659079,5.0883028109110695,5.71382145429733,5.9000688979362685,5.335954143934238,5.523756078128195,The performance was optimal., The performance was suboptimal.
5.263407221801161,4.614095046054616,4.196765397872647,5.197098986844297,4.783804382862428,4.644936787499737,5.012506736801455,The communication is clear., The communication is poor.
4.121964953340042,3.8966406220593224,4.096982334503707,4.200505462877181,3.681982146557512,3.896533462858542,4.529578621200064,The treatment is successful., The treatment is unsuccessful.
3.4806278225321448,4.242395121010958,3.6974768312041446,3.6577470541866086,3.4759262421610693,3.5831992805424506,4.803009928680863,The decline was steep., The decline was gradual.
5.002953323193739,4.570354963676323,4.3316734485895045,5.075454622200024,4.628301923600667,4.917228133014436,5.888650342366373,The delivery was timely., The delivery was late.
6.18317404387637,5.582178218020812,5.243403892885469,6.158502190554067,4.587136501718439,4.269122762283499,4.737678953784067,The progress is significant., The progress is negligible.
4.798338920944412,3.9061326527557236,3.5975936837915063,4.708541137036972,3.2267375025757663,3.297392070054371,4.741258740364901,The teamwork is exceptional., The teamwork is poor.
5.373985211356108,4.7680977853296,4.790071111722581,5.452530889252806,4.642573711743824,4.506745904870331,5.708709144936895,The climate is favorable., The climate is unfavorable.
7.763427448408104,7.422976945720877,6.316617582038423,7.708504512953848,6.682586064630332,7.105465608130323,8.164221770815173,The assistance was invaluable., The assistance was useless.
4.917747137453767,4.873379542874279,4.558080825840771,4.932661973542441,2.146698800560361,1.9394418701885856,3.614080013123549,The impact was significant., The impact was minimal.
5.451670746432123,4.776494970553881,4.132181557109124,5.446132823409883,4.375741058830713,4.829521834573375,4.99492721189556,The gallery was inspiring., The gallery was disappointing.
4.465180019197144,4.436284942741046,5.013014864087514,4.598121737537277,5.395751593331559,5.2942673055346035,5.9868688103608765,The allergy is mild., The allergy is severe.
6.490034078939265,5.814511414092785,5.387512590416177,6.407985464062126,3.496028676019887,3.451334119285863,3.8129079623534015,The music was uplifting., The music was depressing.
