baseline_similarity,mean_shift_similarity,regression_similarity,Sentence1,Sentence2
0.9261556132239274,0.8954566595164214,0.911770058252731,The decline was steep., The decline was gradual.
0.9171849193505089,0.9356721916766185,0.9424279907039659,The architecture was sophisticated., The architecture was primitive.
0.9382001310532799,0.9630361519006965,0.9524907453855277,The learning experience was positive., The learning experience was negative.
0.8413464475300706,0.868073032471157,0.889420764137058,The work was excellent., The work was poor.
0.6556045307269873,0.6887946232655472,0.728242147007149,The resolution is satisfactory., The resolution is unsatisfactory.
0.9458663281720759,0.9569792092765355,0.9559673956768614,The capacity was high., The capacity was low.
0.9047582983862417,0.9272422589612732,0.9211147441944177,The decision was wise., The decision was unwise.
0.771487203860942,0.807970077241077,0.8450562450485144,The respect was mutual., The respect was lacking.
0.7481633934392355,0.7949422920138411,0.8127750121397777,The news was uplifting., The news was disheartening.
0.8224993957038109,0.8381597345375266,0.8542497928529702,The criticism was helpful., The criticism was hurtful.
0.9566802415396761,0.9331700208084859,0.9326052797318951,The cake is moist., The cake is dry.
0.8667333959466232,0.8751943149897736,0.8855797037503211,She supports the cause., She opposes the cause.
0.8952639192049284,0.9189618175504285,0.9234655896225089,The weather was perfect., The weather was terrible.
0.9164161186787316,0.9148560655055755,0.9153649852620029,He agreed to the proposal., He disagreed to the proposal.
0.8183160402293401,0.8458548398743365,0.8782103356638133,The solution is effective., The solution is ineffective.
0.8485958871362536,0.8619395315009294,0.877272532459695,The participation was enthusiastic., The participation was apathetic.
0.8368477885160369,0.8515004381550589,0.8805815539984869,The progress was significant., The progress was slow.
0.8227180521990364,0.8519562266342879,0.8884744179325154,The progress is significant., The progress is insignificant.
0.7915393148629823,0.8144008393140019,0.8190503418861461,The comment was helpful., The comment was unhelpful.
0.8360949640230144,0.8649258024021215,0.8823421073779838,The project was completed on time., The project was delayed.
0.8994381256301178,0.9088587630817808,0.9140976992235472,The vacation was relaxing., The vacation was stressful.
0.8504807147256137,0.8640988766319749,0.8828779749862669,The message was clear., The message was ambiguous.
0.9089707372215682,0.9340681301095348,0.9203655606549124,The performance was excellent., The performance was poor.
0.882093400349441,0.8904668766421743,0.9010338197132286,The empathy was genuine., The empathy was absent.
0.911181889668834,0.9376138828212277,0.9428440818670161,The party was fun., The party was boring.
0.8053764335288571,0.8452771199139905,0.8610833086565893,The suggestion was valuable., The suggestion was worthless.
0.8008226480942756,0.822124718302434,0.8457927056217871,The improvement was remarkable., The improvement was unremarkable.
0.7653252311236362,0.7917203435448955,0.8269879860496381,The response is favorable., The response is unfavorable.
0.8855110920038689,0.9187396628018953,0.9063199954426844,The development was positive., The development was negative.
0.833641691827692,0.8721340562669273,0.8972053103948452,The landscape is beautiful., The landscape is ugly.
0.8698376938433262,0.8847388358961249,0.8913284041137152,The effect was significant., The effect was insignificant.
0.851073146616979,0.8818347871671226,0.8795889463809893,The outcome was favorable., The outcome was unfavorable.
0.8196329724559659,0.8596489570541891,0.8748700241041474,The suggestion was valuable., The suggestion was useless.
0.8084447232432586,0.8373561678242064,0.8790125196054058,The view is spectacular., The view is disappointing.
0.9134248075080823,0.9179885577478056,0.9248958684111935,The progress was substantial., The progress was minimal.
0.7161301966065396,0.7663949172197964,0.7997261913913549,The conversion was efficient., The conversion was inefficient.
0.8840134012567109,0.9011799754176748,0.9096981562354252,The sculpture was exquisite., The sculpture was crude.
0.9083813704276051,0.8906782624495573,0.9131875032388042,The decline is significant., The decline is insignificant.
0.9297486258518675,0.921191534128024,0.9265161185534858,The interface was simple., The interface was complex.
0.8548465693838706,0.8600907735324554,0.8656072592287545,The journey was enjoyable., The journey was unenjoyable.
0.8304903110930352,0.8735645654722827,0.89646220332941,The collaboration was productive., The collaboration was unproductive.
0.9290702708407894,0.9484631099039322,0.9400348541183299,The interaction was positive., The interaction was negative.
0.9204745024555059,0.9271411474795208,0.9212006416099001,The order was fulfilled correctly., The order was fulfilled incorrectly.
0.8892742131566485,0.9104885001232943,0.9204731527793243,The increase was significant., The increase was insignificant.
0.8299996869532897,0.8541227389267428,0.8792540154380183,The park is well-maintained., The park is neglected.
0.8741318081475267,0.8966786992841193,0.9133548298094376,The objective was accomplished., The objective was not accomplished.
0.8396711142948527,0.8471466569425975,0.8553599588802199,The participation is active., The participation is passive.
0.9122030011396494,0.9240857092808851,0.9164634870697299,The conclusion is valid., The conclusion is invalid.
0.9097090642215637,0.9422322625636869,0.945254644542601,The efficiency is excellent., The efficiency is poor.
0.7011529108580481,0.7301179446480246,0.7855231561701368,The system is user-friendly., The system is confusing.
0.8728995315593395,0.9125204968034826,0.9275879777502485,The technology is advanced., The technology is outdated.
0.8497772802716895,0.8532353332683212,0.8640155706712681,The increase is dramatic., The increase is minimal.
0.956326404825292,0.9620055283965723,0.9583048476941747,The coffee is strong., The coffee is weak.
0.9233725467846128,0.9361529350784339,0.930982707602769,The story is sweet., The story is bitter.
0.7353763582854391,0.7566157604624146,0.7969716291499656,The increase is substantial., The increase is insubstantial.
0.898373091139794,0.91436765805963,0.9318154991400347,The quantity was sufficient., The quantity was insufficient.
0.8426033783452817,0.8781751977277693,0.8881321891104298,The change was beneficial., The change was harmful.
0.7754221567582549,0.7913308305682993,0.8187558812903295,The vision is clear., The vision is unclear.
0.9564463735987256,0.9624647581550532,0.947253944987019,The experiment was successful., The experiment was unsuccessful.
0.8224993957038109,0.8381597345375266,0.8542497928529702,The criticism was helpful., The criticism was hurtful.
0.895041123590799,0.9188509629514005,0.9223557712041652,The decision was wise., The decision was foolish.
0.7441042089299212,0.7501849403019416,0.8007343318776845,The implication was clear., The implication was unclear.
0.7295621652059937,0.7921519054294802,0.8167267139624035,The organization was well-structured., The organization was disorganized.
0.8139775954784866,0.8607789317770341,0.8763214016182387,The implementation was smooth., The implementation was flawed.
0.7530578828356846,0.7794575997264872,0.8418161041396367,The contribution was significant., The contribution was insignificant.
0.8413015533220811,0.8651017332369433,0.8762269518344468,The lecture was informative., The lecture was confusing.
0.8738903837931256,0.9030077596859714,0.9237297410846196,The quantity is adequate., The quantity is inadequate.
0.9397652204936415,0.9388102395967645,0.9438358718964905,The reaction was positive., The reaction was negative.
0.7351626476872499,0.7378750222665269,0.7489083765185771,The warranty was honored., The warranty was denied.
0.8967306093985181,0.919002775463372,0.9108235678229695,The recommendation was excellent., The recommendation was terrible.
0.8182145373388099,0.8499718689961242,0.8687591165839796,The music is upbeat., The music is depressing.
0.8231511516156462,0.8506330183968958,0.8882472685981679,The progress is substantial., The progress is insignificant.
0.9203438884028756,0.9396230868408613,0.932772671170983,The coffee is aromatic., The coffee is foul.
0.7199407077265745,0.7370544320648054,0.7789870371536313,The response was prompt., The response was delayed.
0.8248916293340418,0.8541052915192928,0.8582795964952812,The benefit is substantial., The benefit is negligible.
0.8561235792544776,0.8959538672068019,0.9077764499618333,The change was beneficial., The change was detrimental.
0.816022201235627,0.8520236136281332,0.880144140001972,The opportunity is valuable., The opportunity is wasted.
0.9199139381126635,0.9583298286584481,0.942971991120136,The experience is positive., The experience is negative.
0.9637480653147925,0.9423391987700386,0.9425433516701499,The decline was gradual., The decline was rapid.
0.720879015779907,0.7568000813780296,0.797576272918723,The effort was appreciated., The effort was unappreciated.
0.8766478850001029,0.9068123179660268,0.91031837073928,The market is growing., The market is shrinking.
0.8919096859792272,0.9237206263575091,0.9348905314063868,The environment was supportive., The environment was hostile.
0.873569514260855,0.8786031983291196,0.888644851157043,The effect was profound., The effect was minimal.
0.9344106048864933,0.9505044215376732,0.9319730640399538,The evaluation is positive., The evaluation is negative.
0.6805877043794735,0.7249951445260424,0.7980411861147008,The support was unwavering., The support was lacking.
0.9268101213161507,0.9499085261954228,0.9497407714225877,The outcome was positive., The outcome was negative.
0.7790191939311507,0.8181565001792505,0.8394056582128332,The contribution was valuable., The contribution was worthless.
0.8219377217728308,0.818733334381342,0.8394193564521764,The certainty was absolute., The certainty was doubtful.
0.8682866680832895,0.9065638525338661,0.9251174015675785,The technology was advanced., The technology was outdated.
0.8493540734840279,0.8675721276114641,0.8799487288499623,The return was easy., The return was difficult.
0.8675812217525041,0.8897145760950902,0.9092391936147421,The supply is plentiful., The supply is scarce.
0.8644377136623205,0.8916989600262956,0.8942924785330473,The result is favorable., The result is unfavorable.
0.8832946800886138,0.9082932835138159,0.9119095754271865,The instructions were easy to follow., The instructions were difficult to follow.
0.7847864745832863,0.8147333085397309,0.8431616491337677,The work was excellent., The work was substandard.
0.8445200254669916,0.8613212551233466,0.873446089243021,She is a diligent worker., She is a lazy worker.
0.9578642001679927,0.9550422355702732,0.9427173096359724,The coffee is hot., The coffee is cold.
0.7850604466956133,0.8146484703990712,0.8163151309063745,She is intelligent., She is unintelligent.
0.8183272733844256,0.8138628701203048,0.8599431059112339,The bond is unbreakable., The bond is fragile.
0.8139775954784866,0.8607789317770341,0.8763214016182387,The implementation was smooth., The implementation was flawed.
0.8847898254900912,0.9325837406371799,0.9252325797307841,The foundation was strong., The foundation was weak.
0.8012106303802699,0.8235622526773803,0.83268335844466,The challenge is exciting., The challenge is daunting.
0.7311765217330188,0.7441160919166502,0.7917842277049794,The improvement is remarkable., The improvement is minimal.
0.8613022626542325,0.8777645123137262,0.8946049870605141,The review was favorable., The review was unfavorable.
0.9398647087896845,0.9463917896136521,0.9383147658843041,The communication was open., The communication was closed.
0.7199407077265745,0.7370544320648054,0.7789870371536313,The response was prompt., The response was delayed.
0.8214209086234496,0.8775906789528567,0.8948256514368605,The management was effective., The management was ineffective.
0.9563646632470544,0.9584514574254417,0.9512276664654868,The implication was positive., The implication was negative.
0.949078188271,0.9559952072010199,0.9417636665549498,The venture was successful., The venture was unsuccessful.
0.8613022626542325,0.8777645123137262,0.8946049870605141,The review was favorable., The review was unfavorable.
0.9470838141537995,0.956467323153641,0.9485700263526624,The effect is positive., The effect is negative.
0.8172406336150955,0.8520856093052438,0.8822429423743574,The solution was effective., The solution was ineffective.
0.8523288654072837,0.8688765943913567,0.8878303444322188,The analogy is apt., The analogy is inappropriate.
0.9145592285211974,0.9246933025079371,0.9172302223486284,The integration was successful., The integration was unsuccessful.
0.8601042413144226,0.8907352706461,0.9107702135120623,The research was groundbreaking., The research was flawed.
0.8550131875084708,0.8464906944661585,0.8714432088603783,The change is drastic., The change is insignificant.
0.7654477668859869,0.8031133889398875,0.8395492799861386,The group was cohesive., The group was fragmented.
0.793954498135675,0.8022594880258858,0.8456217791841439,The improvement was remarkable., The improvement was minimal.
0.9566802415396761,0.9331700208084859,0.9326052797318951,The cake is moist., The cake is dry.
0.8613022626542325,0.8777645123137262,0.8946049870605141,The review was favorable., The review was unfavorable.
0.7617755543141627,0.7943937353152898,0.8318190507984444,The feedback was helpful., The feedback was unhelpful.
0.7385070789743486,0.7647786793538909,0.8197656149495713,The understanding was mutual., The understanding was lacking.
0.8564370493883331,0.885109331786776,0.9014340492428118,The play was entertaining., The play was dull.
0.8016429130462708,0.8411203511849267,0.8609908888928501,The growth was impressive., The growth was stagnant.
0.9089255501765721,0.9124686615079172,0.9192678722803379,The plot was intricate., The plot was predictable.
0.8851284923185694,0.8990631264554855,0.91929888571088,The contribution was substantial., The contribution was minimal.
0.7884326902632803,0.8049029254687622,0.8236422933054631,The performance was optimal., The performance was suboptimal.
0.8225300728904295,0.8633257265936587,0.8853187227665914,The communication is clear., The communication is poor.
0.9010831101512643,0.9123823442385204,0.9014312444683887,The treatment is successful., The treatment is unsuccessful.
0.9261556132239274,0.8954566595164214,0.911770058252731,The decline was steep., The decline was gradual.
0.8411704316738801,0.8658599628454535,0.8731838455696082,The delivery was timely., The delivery was late.
0.8138497205861486,0.8487143718985812,0.8687326325605698,The progress is significant., The progress is negligible.
0.8601892017592043,0.9047938534020942,0.9174532900063911,The teamwork is exceptional., The teamwork is poor.
0.8659704663093347,0.8948864908547627,0.8970798288116892,The climate is favorable., The climate is unfavorable.
0.6455439983010287,0.6775006737972119,0.742044515475005,The assistance was invaluable., The assistance was useless.
0.8631901211702993,0.8661664856432727,0.8780828878700767,The impact was significant., The impact was minimal.
0.800171073038399,0.841759429985686,0.8771551311677238,The gallery was inspiring., The gallery was disappointing.
0.9208396952908149,0.9214707426126598,0.9058709975168409,The allergy is mild., The allergy is severe.
0.7701271186512482,0.8129229762911188,0.8354765129203143,The music was uplifting., The music was depressing.
0.7274924961041431,0.7550358201502727,0.8037293059977099,The criticism is helpful., The criticism is unhelpful.
0.822773118202833,0.835963346738407,0.8750930364246434,The level is acceptable., The level is unacceptable.
0.8013279726316385,0.8034115657561798,0.8070606142627987,The opinion was valid., The opinion was invalid.
0.8652548598847121,0.8808065598790086,0.9044910535741597,The food was tasty., The food was bland.
0.7586393671330331,0.8065683306142455,0.8256550212817966,The method is efficient., The method is inefficient.
0.761473931048539,0.8105863519243076,0.8429486797652286,The management is effective., The management is ineffective.
0.9268101213161507,0.9499085261954228,0.9497407714225877,The outcome was positive., The outcome was negative.
0.9158327220471851,0.9231656786798719,0.9319282254808545,The forest is lush., The forest is barren.
0.8564418231864013,0.8764312215234098,0.8981107919535505,The progress was substantial., The progress was insignificant.
0.8417207166995906,0.8711008663298364,0.872828151467304,The benefit was substantial., The benefit was negligible.
0.7527983672886203,0.7830069220630825,0.8215872864137955,The assistance was helpful., The assistance was unhelpful.
0.8389409817713266,0.8768504404066569,0.8841531417459683,The restaurant was excellent., The restaurant was awful.
0.8009267420129433,0.8145757089963257,0.8564301127138891,The task was completed successfully., The task was incomplete.
0.9409812660561847,0.9499382713741046,0.9472888934206349,The experiment was a success., The experiment was a failure.
0.9268101213161507,0.9499085261954228,0.9497407714225877,The outcome was positive., The outcome was negative.
0.8878173374904732,0.9271443667403019,0.9323947823513488,The teamwork was exceptional., The teamwork was poor.
0.7618960577281563,0.8001617938473649,0.8350360045914569,The staff were friendly., The staff were unfriendly.
0.9324887800837833,0.9428738447954832,0.9473148602519856,The sky is blue., The sky is gray.
